Year;Month;Day;Period;101;102;103;104;113;118;119;122;122
2020;7;13;2;0;0;0;0;0;0;0;153;603
2020;7;13;3;0;0;0;0;0;0;0;158.4;622.4
2020;7;13;4;0;0;0;0;0;0;0;229.2;582.6
2020;7;13;5;0;0;0;0;0;0;0;235.2;592.9
2020;7;13;6;37.9;18.8;0.7;9.2;29.8;0.8;0.6;226.2;594.8
2020;7;13;7;58.3;28.7;10.9;14.6;49.5;16.2;10.3;226.2;546.2
2020;7;13;8;70.1;34;23.9;17.5;60;34.7;23.3;226.2;366
2020;7;13;9;74.2;34.9;35.1;18.4;62.3;51.9;34.9;226.2;236
2020;7;13;10;72.7;32.8;42;18.2;66.2;63.6;42.6;229.2;108.8
2020;7;13;11;74;35.8;45.9;18.5;67.3;69.2;46.3;226.2;118.1
2020;7;13;12;72.6;36.7;47.4;18.4;65.8;71.3;48.2;226.2;141
2020;7;13;13;69.6;35.8;46.1;16.9;65.5;69.7;44.6;226.2;183.5
2020;7;13;14;71.2;35.7;42.3;17.5;63.8;63.2;40.6;229.2;265.7
2020;7;13;15;69.8;32.9;35.4;17.4;63.3;54.2;34.7;229.2;329.3
2020;7;13;16;63.9;31.8;25.2;15.9;55.3;42.3;26;226.2;345.9
2020;7;13;17;49.9;24.4;12.8;12.4;43.3;23.5;13.5;226.2;350.4
2020;7;13;18;20.3;9.4;0.3;5;17.5;2.3;0.5;226.2;449.3
2020;7;13;19;0;0;0;0;0;0;0;226.2;463.6
2020;7;13;20;0;0;0;0;0;0;0;226.2;385.3
2020;7;13;21;0;0;0;0;0;0;0;226.2;326.5
2020;7;13;22;0;0;0;0;0;0;0;229.2;396.4
2020;7;13;23;0;0;0;0;0;0;0;229.2;435.5
2020;7;13;24;0;0;0;0;0;0;0;229.2;509.6
2020;7;14;1;0;0;0;0;0;0;0;223.8;501.5
2020;7;14;2;0;0;0;0;0;0;0;229.2;423.1
2020;7;14;3;0;0;0;0;0;0;0;223.8;224.7
2020;7;14;4;0;0;0;0;0;0;0;229.2;148.5
2020;7;14;5;0;0;0;0;0;0;0;226.2;78
2020;7;14;6;36.8;18.2;0.6;9.1;27.9;0.8;0.5;226.2;75.2
2020;7;14;7;56.2;27.3;10.9;13.9;46.7;16.6;10.3;226.2;75.7
2020;7;14;8;68.4;33.9;23.2;16.9;56.7;34.5;22.8;226.2;13.5
2020;7;14;9;73.6;36.3;33.3;18.3;64.7;49.3;32.7;226.2;0
2020;7;14;10;72;34.5;40.8;18.1;65.5;61;41.1;223.8;0
2020;7;14;11;72.6;35.3;45.3;18;67.1;68.2;46.5;229.2;0
2020;7;14;12;73.6;36.3;47.5;18.1;67.1;71.2;46.5;223.8;0.4
2020;7;14;13;72;35.3;46.7;17.7;66.1;70.7;43.1;232.2;0.2
2020;7;14;14;69.5;34.6;41.7;16.9;64.8;65.5;39;226.2;0.1
2020;7;14;15;74.3;36.9;38.8;18.5;67.5;60.2;38.1;229.2;15.9
2020;7;14;16;66.7;35.7;29.6;18;59.3;48;30.9;226.2;84.4
2020;7;14;17;50.2;26.2;14.3;13.3;31.1;25.4;15;232.2;94.2
2020;7;14;18;18.6;9;0.3;4.7;8.7;1.9;0.5;223.8;60.5
2020;7;14;19;0;0;0;0;0;0;0;229.2;120.6
2020;7;14;20;0;0;0;0;0;0;0;229.2;217.9
2020;7;14;21;0;0;0;0;0;0;0;175.2;267.3
2020;7;14;22;0;0;0;0;0;0;0;178.2;495.9
2020;7;14;23;0;0;0;0;0;0;0;184.2;621.5
2020;7;14;24;0;0;0;0;0;0;0;181.2;641.7
2020;7;15;1;0;0;0;0;0;0;0;184.2;627.7
2020;7;15;2;0;0;0;0;0;0;0;229.2;626.9
2020;7;15;3;0;0;0;0;0;0;0;226.2;487
2020;7;15;4;0;0;0;0;0;0;0;229.2;547.6
2020;7;15;5;0;0;0;0;0;0;0;229.2;405.3
2020;7;15;6;37.7;18.3;0.7;9.4;27.7;0.8;0.6;229.2;491.7
2020;7;15;7;58.3;28.1;10.8;14.7;46.7;16.3;10.3;226.2;340.4
2020;7;15;8;69.8;34;23.4;17.6;58.9;34.5;22.4;226.2;105.1
2020;7;15;9;73.3;35.5;34.5;18.3;64.2;51;34.1;229.2;42.8
2020;7;15;10;73.3;36.1;40.6;18.4;65.8;62.6;41.8;226.2;3
2020;7;15;11;73.5;35.1;45.9;18.8;67.5;68.8;45.6;226.2;53.5
2020;7;15;12;74.9;36.9;47.7;18.4;67.5;70.9;46.2;229.2;126
2020;7;15;13;73.5;35.7;46.5;18.4;66.6;68.3;44;226.2;111.1
2020;7;15;14;71.9;34.9;42;18.3;65.5;64.2;40.6;223.8;144.2
2020;7;15;15;69;33.7;35.4;17.3;62.7;55.5;35.1;226.2;258.8
2020;7;15;16;61.9;30.7;25;15.1;54.8;41.9;25.2;229.2;275.2
2020;7;15;17;47.9;23.5;12.4;11.8;39.8;23.3;13.2;226.2;335.3
2020;7;15;18;19.8;9;0.3;4.7;17;2.2;0.4;232.2;544.1
2020;7;15;19;0;0;0;0;0;0;0;235.2;463.9
2020;7;15;20;0;0;0;0;0;0;0;226.2;572.3
2020;7;15;21;0;0;0;0;0;0;0;161.4;502.7
2020;7;15;22;0;0;0;0;0;0;0;141.6;553.1
2020;7;15;23;0;0;0;0;0;0;0;153;620.1
2020;7;15;24;0;0;0;0;0;0;0;147;673.9
2020;7;16;1;0;0;0;0;0;0;0;150;606.5
2020;7;16;2;0;0;0;0;0;0;0;147;569.6
2020;7;16;3;0;0;0;0;0;0;0;164.4;503.9
2020;7;16;4;0;0;0;0;0;0;0;232.2;345.5
2020;7;16;5;0;0;0;0;0;0;0;232.2;484.5
2020;7;16;6;36.8;17.8;0.6;9.2;28.2;0.8;0.6;235.2;592.4
2020;7;16;7;57;27.2;10.6;14.5;47.3;16.6;10.2;232.2;494.5
2020;7;16;8;67.8;32.5;22.6;17.3;57.7;34;22.7;235.2;318.7
2020;7;16;9;73.5;35.7;32.9;18.4;63.3;49.3;33.1;232.2;134.1
2020;7;16;10;73;36;38.8;18.2;65.4;59.3;38.8;223.8;98
2020;7;16;11;73.4;36.3;44.2;18;65.3;65.3;43.1;220.8;124.1
2020;7;16;12;72.1;35.3;46.1;18;65.4;65.8;42.1;220.8;133.2
2020;7;16;13;72.2;35.3;45.2;18;65;66.1;42.5;223.8;95
2020;7;16;14;71.5;35.5;41.3;17.7;63.9;62.4;40.5;223.8;96.2
2020;7;16;15;68.3;33.9;34.3;17;62.2;53;34.3;226.2;142.8
2020;7;16;16;61.4;30.3;25;15.5;55.6;41.8;25.4;229.2;138.1
2020;7;16;17;47.9;23.5;12.5;11.9;42.2;23;13.3;229.2;138.2
2020;7;16;18;19.5;8.8;0.3;4.7;17;1.9;0.4;226.2;15.6
2020;7;16;19;0;0;0;0;0;0;0;229.2;10.6
2020;7;16;20;0;0;0;0;0;0;0;223.8;5.2
2020;7;16;21;0;0;0;0;0;0;0;226.2;10.4
2020;7;16;22;0;0;0;0;0;0;0;158.4;19.4
2020;7;16;23;0;0;0;0;0;0;0;153;22.2
2020;7;16;24;0;0;0;0;0;0;0;113.4;30.4
2020;7;17;1;0;0;0;0;0;0;0;153;107.3
2020;7;17;2;0;0;0;0;0;0;0;150;371.8
2020;7;17;3;0;0;0;0;0;0;0;150;481.6
2020;7;17;4;0;0;0;0;0;0;0;226.2;506.5
2020;7;17;5;0;0;0;0;0;0;0;229.2;439.3
2020;7;17;6;37.5;18.4;0.6;9.3;28.6;0.8;0.5;229.2;370.7
2020;7;17;7;58.8;28.7;11.8;14.7;47.9;16.4;10.2;226.2;241
2020;7;17;8;69.7;34.1;21.8;17.5;55.2;34.3;22.9;229.2;88.1
2020;7;17;9;74.1;36.4;32;18.7;59.3;50.5;33.9;226.2;53.5
2020;7;17;10;75.8;37.7;38.4;18.9;63.6;60.5;39.9;226.2;44.6
2020;7;17;11;75;37.5;43.8;18.6;65.1;66.8;42.7;226.2;55.8
2020;7;17;12;74;36.7;46.1;18.4;65.6;71.7;46.7;223.8;59.8
2020;7;17;13;71.2;36.5;42.3;17.8;64.2;70.4;45.4;229.2;64.2
2020;7;17;14;68.4;34.6;40;17.4;63.1;64.7;41.7;226.2;100.9
2020;7;17;15;68.5;34.2;35.1;17.2;59.6;55;34.9;226.2;80.6
2020;7;17;16;61.6;30.3;24.5;15;54.7;40.4;25.3;226.2;74.8
2020;7;17;17;47.7;23;12.4;11.8;42.7;22.5;13.2;226.2;125.6
2020;7;17;18;19.5;8.8;0.3;4.7;16.8;1.7;0.4;226.2;127.9
2020;7;17;19;0;0;0;0;0;0;0;226.2;138.2
2020;7;17;20;0;0;0;0;0;0;0;226.2;108.1
2020;7;17;21;0;0;0;0;0;0;0;158.4;118.7
2020;7;17;22;0;0;0;0;0;0;0;90.6;118.1
2020;7;17;23;0;0;0;0;0;0;0;76.2;58.3
2020;7;17;24;0;0;0;0;0;0;0;56.4;33.7
2020;7;18;1;0;0;0;0;0;0;0;76.2;60.9
2020;7;18;2;0;0;0;0;0;0;0;76.2;179.9
2020;7;18;3;0;0;0;0;0;0;0;76.2;246.6
2020;7;18;4;0;0;0;0;0;0;0;76.2;117.5
2020;7;18;5;0;0;0;0;0;0;0;76.2;123.2
2020;7;18;6;36.8;17.5;0.6;9.2;26.8;0.8;0.5;76.2;109
2020;7;18;7;57.6;28.4;11.4;14.3;39.9;16.3;10.1;76.2;195.2
2020;7;18;8;68.4;34.2;22.8;17.3;54.3;33.8;21.7;76.2;209.1
2020;7;18;9;72.2;36.4;32.3;18.3;55.8;50.3;32.6;79.2;105.6
2020;7;18;10;71;36.7;38.6;18.4;62.1;61.2;39;87.6;57.5
2020;7;18;11;72.6;36.5;43.6;18.3;63.8;67.4;44;161.4;39.7
2020;7;18;12;72;36.3;44;18.2;64;70.5;45.8;232.2;21.1
2020;7;18;13;69.4;36.7;41.5;18.4;63.2;67.6;42.3;237.6;16.6
2020;7;18;14;70.9;35.6;39.9;17.5;63.2;62.8;40.5;229.2;28.3
2020;7;18;15;68;32.9;34.2;16.6;59.6;53.9;34.5;235.2;30.1
2020;7;18;16;63.6;31;24.6;15.5;55.3;40.4;25.2;229.2;61.6
2020;7;18;17;50.8;24.9;12.9;12.8;44;22.7;13.6;232.2;77.4
2020;7;18;18;14.5;9.3;0.3;4.7;16.8;1.8;0.4;235.2;96.9
2020;7;18;19;0;0;0;0;0;0;0;223.8;98
2020;7;18;20;0;0;0;0;0;0;0;220.8;108.1
2020;7;18;21;0;0;0;0;0;0;0;223.8;196.3
2020;7;18;22;0;0;0;0;0;0;0;223.8;331.4
2020;7;18;23;0;0;0;0;0;0;0;229.2;213.3
2020;7;18;24;0;0;0;0;0;0;0;226.2;198.4
2020;7;19;1;0;0;0;0;0;0;0;226.2;215.5
2020;7;19;2;0;0;0;0;0;0;0;229.2;232.4
2020;7;19;3;0;0;0;0;0;0;0;229.2;136.2
2020;7;19;4;0;0;0;0;0;0;0;229.2;89.7
2020;7;19;5;0;0;0;0;0;0;0;226.2;48.3
2020;7;19;6;28.9;15.5;0.5;7.8;26.7;0.8;0.5;226.2;36.1
2020;7;19;7;52.4;28.5;12;11.7;47;16.6;10.2;229.2;9.8
2020;7;19;8;67.5;34.7;23.7;16.2;58.8;34.4;22.7;229.2;0
2020;7;19;9;74.3;37.3;34.2;18.6;63.8;50.1;33.7;229.2;0
2020;7;19;10;75.8;37.3;41.5;18.8;65.5;61.4;41.6;235.2;0
2020;7;19;11;74.4;37;44.8;18.6;65.3;69.8;46.5;232.2;0
2020;7;19;12;74.3;37.2;46.8;18.8;63.9;72.2;48.2;232.2;0.1
2020;7;19;13;74.3;36.7;46.2;18.5;63.6;70.6;47;235.2;0.1
2020;7;19;14;72.7;35.7;42.7;18;63.4;64.4;43.1;229.2;1.2
2020;7;19;15;63.1;29.3;33.8;14.9;57.8;54.4;34.7;235.2;4.8
2020;7;19;16;61.6;30.6;25.7;14.6;55.5;41.1;25.9;235.2;17.1
2020;7;19;17;35.6;4.3;12.9;11.5;43.7;23.1;13.5;235.2;26
2020;7;19;18;18.2;8.7;0.3;4.6;14;1.8;0.4;220.8;0.1
2020;7;19;19;0;0;0;0;0;0;0;141.6;0
2020;7;19;20;0;0;0;0;0;0;0;82.2;0
2020;7;19;21;0;0;0;0;0;0;0;76.2;0.4
2020;7;19;22;0;0;0;0;0;0;0;76.2;6.6
2020;7;19;23;0;0;0;0;0;0;0;76.2;7.7
2020;7;19;24;0;0;0;0;0;0;0;79.2;66.1
2020;7;20;1;0;0;0;0;0;0;0;189.6;87.7
2020;7;20;2;0;0;0;0;0;0;0;229.2;95.3
2020;7;20;3;0;0;0;0;0;0;0;237.6;126.7
2020;7;20;4;0;0;0;0;0;0;0;232.2;155.7
2020;7;20;5;0;0;0;0;0;0;0;223.8;169.9
2020;7;20;6;36.7;18;0.6;9.2;27.2;0.7;0.6;229.2;139.6
2020;7;20;7;57.7;28.5;10.8;14;48.5;16.5;11.3;229.2;96.5
2020;7;20;8;66.8;32.6;23.6;16.6;53.2;30.9;22.7;232.2;72.4
2020;7;20;9;73.1;35.8;35.3;18.1;45.9;49.2;34.3;232.2;24.4
2020;7;20;10;75.6;37;42.4;18.5;58.3;60.8;41;235.2;15
2020;7;20;11;75.7;37.7;44.9;18.3;60;68.8;42.4;229.2;23.2
2020;7;20;12;75.7;37.1;47;18.7;58.6;73.1;46.6;235.2;49
2020;7;20;13;74.4;36.5;46.5;18.3;64.1;70.7;46.4;232.2;66.9
2020;7;20;14;73.5;35.8;43.3;18;64.8;65.7;42.5;229.2;79.8
2020;7;20;15;71.6;34.4;36.3;17.4;61;55.7;35.9;223.8;115.6
2020;7;20;16;63.6;31;26.1;15.4;56.4;39.6;26.2;223.8;185.3
2020;7;20;17;48.8;23.5;13;12;43.2;22.2;13.6;226.2;247.1
2020;7;20;18;18.9;8.6;0.3;4.6;16.6;1.6;0.4;223.8;281.5
2020;7;20;19;0;0;0;0;0;0;0;226.2;261
2020;7;20;20;0;0;0;0;0;0;0;198;269.7
2020;7;20;21;0;0;0;0;0;0;0;166.8;297.5
2020;7;20;22;0;0;0;0;0;0;0;141.6;538.4
2020;7;20;23;0;0;0;0;0;0;0;102;535.9
2020;7;20;24;0;0;0;0;0;0;0;102;534.8
2020;7;21;1;0;0;0;0;0;0;0;226.2;569.2
2020;7;21;2;0;0;0;0;0;0;0;223.8;601.1
2020;7;21;3;0;0;0;0;0;0;0;223.8;601.6
2020;7;21;4;0;0;0;0;0;0;0;223.8;574.5
2020;7;21;5;0;0;0;0;0;0;0;229.2;580.9
2020;7;21;6;34.8;15.7;0.6;8.1;26.9;0.7;0.5;220.8;561.6
2020;7;21;7;46.1;23.6;10.5;7.3;45.4;16;10;229.2;514.1
2020;7;21;8;64.3;29;22.8;13.1;56.1;34.7;22.9;232.2;270.8
2020;7;21;9;66.6;33.7;33.9;16.5;64.4;51.7;34.4;229.2;80.9
2020;7;21;10;73.4;33.7;41.6;18.1;66.1;63.3;42.1;235.2;45.6
2020;7;21;11;69.6;33;45.7;17;65.4;70.7;46.3;229.2;15.4
2020;7;21;12;69.5;34.8;47;17.4;64.6;73.9;48.4;235.2;29.4
2020;7;21;13;69.7;35.1;44.6;17.5;63.5;72.5;46.6;229.2;47.3
2020;7;21;14;67.8;34.9;41.2;16.7;59.6;67.2;43.1;235.2;50.8
2020;7;21;15;65.6;33.5;35.3;16.6;61.2;57.9;36.8;226.2;72.5
2020;7;21;16;59.7;28.8;25.2;15.1;62.8;42.5;26.8;223.8;11.4
2020;7;21;17;46.2;22.7;12.4;11.7;39.4;23.2;13.5;223.8;0
2020;7;21;18;18.4;8.2;0.2;4.6;15.4;1.8;0.4;220.8;23.5
2020;7;21;19;0;0;0;0;0;0;0;214.8;129.7
2020;7;21;20;0;0;0;0;0;0;0;141.6;113.7
2020;7;21;21;0;0;0;0;0;0;0;99;103
2020;7;21;22;0;0;0;0;0;0;0;82.2;23.9
2020;7;21;23;0;0;0;0;0;0;0;79.2;0.5
2020;7;21;24;0;0;0;0;0;0;0;82.2;0.3
2020;7;22;1;0;0;0;0;0;0;0;161.4;83.8
2020;7;22;2;0;0;0;0;0;0;0;235.2;39.8
2020;7;22;3;0;0;0;0;0;0;0;235.2;8.4
2020;7;22;4;0;0;0;0;0;0;0;223.8;0.8
2020;7;22;5;0;0;0;0;0;0;0;223.8;0
2020;7;22;6;28.9;15;0.5;7.4;26.7;0.7;0.6;220.8;0
2020;7;22;7;46.5;26.1;10.6;11.2;46.6;16.2;10.9;229.2;0
2020;7;22;8;58.9;30.8;22.5;14.6;58.1;33.8;22.1;229.2;0
2020;7;22;9;66.9;31.7;33.7;16.7;62.8;49.7;32.8;235.2;0
2020;7;22;10;68.2;33.3;40;16.4;63.7;60.6;40.4;229.2;0
2020;7;22;11;66.5;34.2;42.4;17;65.1;69.4;45.6;235.2;0.8
2020;7;22;12;70.3;35.8;43.4;17.6;65.5;72.7;47.4;217.8;0.8
2020;7;22;13;67.9;35.1;42.6;17.7;63.8;71.5;46.3;217.8;0.7
2020;7;22;14;66.9;34.3;41.2;16.3;58.1;66.2;43;214.8;0.2
2020;7;22;15;37.1;30.4;33.8;10.3;54.2;56.5;35.7;223.8;0.2
2020;7;22;16;30.3;22.3;25;2.7;54.8;42;26;229.2;0
2020;7;22;17;11.7;19;12.8;2.8;42.5;23.2;13.3;226.2;0.4
2020;7;22;18;12.5;8.4;0.2;0;16;1.7;0.4;226.2;1.1
2020;7;22;19;0;0;0;0;0;0;0;150;5.4
2020;7;22;20;0;0;0;0;0;0;0;76.2;13.2
2020;7;22;21;0;0;0;0;0;0;0;76.2;3.3
2020;7;22;22;0;0;0;0;0;0;0;76.2;47
2020;7;22;23;0;0;0;0;0;0;0;73.8;63.7
2020;7;22;24;0;0;0;0;0;0;0;79.2;55.6
2020;7;23;1;0;0;0;0;0;0;0;76.2;72.1
2020;7;23;2;0;0;0;0;0;0;0;150;110.9
2020;7;23;3;0;0;0;0;0;0;0;153;105.6
2020;7;23;4;0;0;0;0;0;0;0;229.2;75.2
2020;7;23;5;0;0;0;0;0;0;0;235.2;48.7
2020;7;23;6;25.4;14.2;0.1;7;10;0.8;0.5;235.2;20.3
2020;7;23;7;42.7;19.9;7.8;11.4;27.4;15.7;10.8;232.2;5.1
2020;7;23;8;49.7;23.7;17.6;11.1;38.2;33.7;20.7;229.2;22.2
2020;7;23;9;45.2;22.1;21.8;4.9;40;50.7;27.6;235.2;8
2020;7;23;10;56.4;31.4;30.4;13.4;51.8;61.4;30.8;232.2;4.4
2020;7;23;11;54.9;32.3;36.6;16.9;57.3;63.6;29.8;232.2;10
2020;7;23;12;56.1;31.1;44.2;15;18.3;67.5;30.1;232.2;14.9
2020;7;23;13;45.2;31.1;44.2;13.4;3.9;66.6;32.8;226.2;12.1
2020;7;23;14;39.9;29.9;37.6;11.8;43;60.2;36;226.2;8.1
2020;7;23;15;32;27.4;18.1;9.9;2;50.5;30.9;220.8;1.9
2020;7;23;16;52.4;30.5;25.2;15;17.8;39.5;23.3;220.8;0.1
2020;7;23;17;44.1;23;12.7;10.3;0;21.5;11.8;214.8;6.6
2020;7;23;18;17.6;8.2;0.2;4.3;6;1.4;0.4;220.8;11
2020;7;23;19;0;0;0;0;0;0;0;223.8;8.5
2020;7;23;20;0;0;0;0;0;0;0;220.8;1
2020;7;23;21;0;0;0;0;0;0;0;79.2;3.2
2020;7;23;22;0;0;0;0;0;0;0;73.8;0.2
2020;7;23;23;0;0;0;0;0;0;0;76.2;0.3
2020;7;23;24;0;0;0;0;0;0;0;73.8;11
2020;7;24;1;0;0;0;0;0;0;0;76.2;21.4
2020;7;24;2;0;0;0;0;0;0;0;144.6;30.6
2020;7;24;3;0;0;0;0;0;0;0;226.2;37.4
2020;7;24;4;0;0;0;0;0;0;0;229.2;37.3
2020;7;24;5;0;0;0;0;0;0;0;235.2;26.5
2020;7;24;6;35.7;17.4;0.5;9.1;27.4;0.7;0.4;229.2;18.5
2020;7;24;7;54.9;26.5;10.4;14.1;48.4;15.5;9.7;232.2;31.4
2020;7;24;8;66.8;33.1;22.8;16.6;59.9;33.4;21.7;232.2;26.1
2020;7;24;9;71.6;35.7;33.3;17.5;64.6;49.4;32.4;235.2;0
2020;7;24;10;72.8;36.3;40.6;17.5;65.8;60.4;39.2;229.2;0
2020;7;24;11;71.8;36.6;44.3;16.8;65.9;66.9;42.7;229.2;0
2020;7;24;12;69.3;35.3;46;16.7;65.9;70.2;45;229.2;0
2020;7;24;13;65.2;35;42.7;16.5;62.2;69.3;44.6;229.2;0.4
2020;7;24;14;61.6;34.4;40.2;16.1;56.7;63.4;40.8;229.2;3.7
2020;7;24;15;64.9;35.3;26.3;17;48;54.9;35.5;229.2;12.5
2020;7;24;16;58.3;30.3;25;12.9;56.2;40.6;24.2;232.2;3.4
2020;7;24;17;43.4;22;12.5;9.3;43.3;22.4;13;226.2;8.5
2020;7;24;18;11.3;2.2;0.2;0;15.4;1.4;0.3;232.2;2.5
2020;7;24;19;0;0;0;0;0;0;0;229.2;0.9
2020;7;24;20;0;0;0;0;0;0;0;93.6;3
2020;7;24;21;0;0;0;0;0;0;0;73.8;4.6
2020;7;24;22;0;0;0;0;0;0;0;73.8;2.8
2020;7;24;23;0;0;0;0;0;0;0;73.8;3.2
2020;7;24;24;0;0;0;0;0;0;0;76.2;2.3
2020;7;25;1;0;0;0;0;0;0;0;73.8;14.2
2020;7;25;2;0;0;0;0;0;0;0;76.2;11.9
2020;7;25;3;0;0;0;0;0;0;0;76.2;6
2020;7;25;4;0;0;0;0;0;0;0;73.8;1
2020;7;25;5;0;0;0;0;0;0;0;76.2;0.4
2020;7;25;6;8.8;8.2;0.5;0;25;0.4;0.4;147;0
2020;7;25;7;0.5;0;10.7;0.9;13.5;15.6;9.6;155.4;0
2020;7;25;8;0.7;0.4;20.4;0.1;6;32.4;21.4;153;0.2
2020;7;25;9;8.8;10.8;30.9;0.3;1.1;45.9;31.2;232.2;27.8
2020;7;25;10;35.2;24.1;5.5;14.7;10;53;38.2;232.2;25.6
2020;7;25;11;48.8;22.8;3;14.9;35.3;56.7;38.2;235.2;11.1
2020;7;25;12;47.9;21.4;23.1;14.7;35.4;63.7;35.2;226.2;9.9
2020;7;25;13;45;6.6;24.4;14.9;40.5;32.2;37.2;220.8;27.7
2020;7;25;14;42.2;6.2;35.9;12.9;42;34.7;32.9;226.2;51
2020;7;25;15;28.4;14.4;31.1;2.9;53.2;21.4;25.4;220.8;74.7
2020;7;25;16;44.8;10.1;22.1;13.4;28.7;36.6;24.9;192.6;65.1
2020;7;25;17;26.8;0.2;11.2;0.1;11.5;21.7;12.8;158.4;50.4
2020;7;25;18;6.9;1.2;0.2;2.2;4.2;1.4;0.3;155.4;18.1
2020;7;25;19;0;0;0;0;0;0;0;158.4;16.4
2020;7;25;20;0;0;0;0;0;0;0;124.8;13.4
2020;7;25;21;0;0;0;0;0;0;0;124.8;16.1
2020;7;25;22;0;0;0;0;0;0;0;153;22
2020;7;25;23;0;0;0;0;0;0;0;153;28.5
2020;7;25;24;0;0;0;0;0;0;0;153;33.1
2020;7;26;1;0;0;0;0;0;0;0;153;2.6
2020;7;26;2;0;0;0;0;0;0;0;153;0.3
2020;7;26;3;0;0;0;0;0;0;0;155.4;0.9
2020;7;26;4;0;0;0;0;0;0;0;153;13.5
2020;7;26;5;0;0;0;0;0;0;0;164.4;23.3
2020;7;26;6;28.2;11.9;0;6.5;0;0.4;0.5;232.2;32.9
2020;7;26;7;44.1;20.5;3.2;10.5;21.6;14.9;8.8;232.2;1.5
2020;7;26;8;57.7;29.1;13;15.5;26.2;24.2;0.4;235.2;0
2020;7;26;9;66.2;32.4;12.2;17;36.4;31.7;13.2;229.2;0
2020;7;26;10;70.3;34.8;22.4;18;45.6;40.8;35;232.2;0
2020;7;26;11;68.8;36.4;30.4;18.6;46.9;43.5;26.8;232.2;0
2020;7;26;12;70.3;36.2;40.4;18.4;54.8;43.1;36.8;229.2;0.2
2020;7;26;13;67.1;35.1;37.8;17.8;56;26.5;36.5;229.2;1
2020;7;26;14;62.2;32.4;34.9;17.6;54.2;47.2;38;226.2;2.3
2020;7;26;15;49.5;31.1;29.7;14.9;52.6;36.5;31.6;226.2;8.9
2020;7;26;16;39.1;20.1;0.2;5.5;39.2;27.4;17.2;229.2;4.4
2020;7;26;17;30.8;17.7;9.1;6.8;18;14.5;10.2;223.8;3.6
2020;7;26;18;9.8;5.8;0.2;3.8;0.4;0.8;0.3;229.2;38.1
2020;7;26;19;0;0;0;0;0;0;0;229.2;34.1
2020;7;26;20;0;0;0;0;0;0;0;232.2;30.2
2020;7;26;21;0;0;0;0;0;0;0;144.6;32.3
2020;7;26;22;0;0;0;0;0;0;0;76.2;70.9
2020;7;26;23;0;0;0;0;0;0;0;76.2;74.9
2020;7;26;24;0;0;0;0;0;0;0;76.2;62.9
2020;7;27;1;0;0;0;0;0;0;0;166.8;59.1
2020;7;27;2;0;0;0;0;0;0;0;232.2;46.6
2020;7;27;3;0;0;0;0;0;0;0;229.2;78
2020;7;27;4;0;0;0;0;0;0;0;235.2;161.2
2020;7;27;5;0;0;0;0;0;0;0;235.2;172.5
2020;7;27;6;34;16.2;0.4;8.8;26.4;0.4;0.4;229.2;191.4
2020;7;27;7;53.2;25.7;10.3;13.5;45.7;16;10.7;226.2;192.9
2020;7;27;8;64.4;31.6;23.2;15.6;56.4;33.4;22.2;223.8;187.7
2020;7;27;9;70.7;34.7;34.1;17.5;64;49.5;33.5;226.2;42.8
2020;7;27;10;72.6;36.4;40.8;17.7;66.6;59.1;39.9;226.2;22.8
2020;7;27;11;71.7;36.4;46.3;17.6;66.6;65;44.9;226.2;47.9
2020;7;27;12;62;35.3;47.6;16.9;67.3;68;46.4;223.8;87.2
2020;7;27;13;48.4;31.2;46.1;13.3;66.2;65;45.2;232.2;118.3
2020;7;27;14;48.3;30.1;40.7;14.1;63.2;57.7;40.8;226.2;185.9
2020;7;27;15;48.5;29.7;30;14.5;60.7;50.4;32.6;226.2;125.5
2020;7;27;16;62.1;31.2;21.8;15.7;57.7;29.8;22.4;229.2;87.9
2020;7;27;17;48.1;23.4;11.6;12.1;41.8;19.1;12.7;229.2;118.4
2020;7;27;18;17.4;7.8;0.2;4.3;15.3;1.3;0.3;226.2;261.8
2020;7;27;19;0;0;0;0;0;0;0;223.8;224.7
2020;7;27;20;0;0;0;0;0;0;0;153;169.5
2020;7;27;21;0;0;0;0;0;0;0;99;270.2
2020;7;27;22;0;0;0;0;0;0;0;76.2;329.5
2020;7;27;23;0;0;0;0;0;0;0;76.2;265.2
2020;7;27;24;0;0;0;0;0;0;0;73.8;211.2
2020;7;28;1;0;0;0;0;0;0;0;153;94.8
2020;7;28;2;0;0;0;0;0;0;0;232.2;174.8
2020;7;28;3;0;0;0;0;0;0;0;232.2;225.8
2020;7;28;4;0;0;0;0;0;0;0;229.2;317.6
2020;7;28;5;0;0;0;0;0;0;0;237.6;346.5
2020;7;28;6;35.6;17.8;0.5;9.3;26.7;0.4;0.4;232.2;402.5
2020;7;28;7;58.3;28.6;10.5;14.6;47.7;16.3;10;229.2;448.6
2020;7;28;8;70.6;34.6;23.8;17.8;59.1;33.7;22.9;235.2;428.3
2020;7;28;9;76.1;37.6;36;19;65.1;50.9;34.7;226.2;266.8
2020;7;28;10;77.5;38.1;43.7;19.3;66.2;62.4;42.2;226.2;230.6
2020;7;28;11;76.4;37.2;48.3;19.3;67.6;69.3;46.4;220.8;151.9
2020;7;28;12;76;37.3;49.3;19.1;65.7;70.2;46.6;220.8;180.5
2020;7;28;13;75.1;37.1;47.9;18.8;65.4;68.9;42;226.2;185.4
